Id,Source,Target
7190,moment,Bad Day
7191,camera,Bad Day
7192,sometimes,Bad Day
7193,holiday,Bad Day
7194,way,Bad Day
7195,stand,Bad Day
7196,line,Bad Day
7197,need,Bad Day
7198,feel,Bad Day
7199,point,Bad Day
7200,fake,Bad Day
7201,lose,Bad Day
7202,around,Bad Day
7203,flaunt,Temperature
7204,remedy,Temperature
7205,everything,Temperature
7206,worthless,Temperature
7207,crazy,Temperature
7208,bridgette,Temperature
7209,fit,Temperature
7210,well,Temperature
7211,ya,Temperature
7212,floor,Temperature
7213,jean,Temperature
7214,mi,Temperature
7215,talk,Temperature
7216,fi,Temperature
7217,tactic,Temperature
7218,bredda,Temperature
7219,show,Temperature
7220,god,Temperature
7221,shorty,Temperature
7222,strangelove,Temperature
7223,love,Temperature
7224,naughty,Temperature
7225,performer,Temperature
7226,cause,Temperature
7227,give,Temperature
7228,yo,Temperature
7229,see,Temperature
7230,tan,Temperature
7231,flava,Temperature
7232,want,Temperature
7233,man,Temperature
7234,sanford,Temperature
7235,say,Temperature
7236,papa,Temperature
7237,da,Temperature
7238,shady,Temperature
7239,pon,Temperature
7240,like,Temperature
7241,chest,Temperature
7242,impress,Temperature
7243,player,Temperature
7244,make,Temperature
7245,keepin,Temperature
7246,schillaci,Temperature
7247,warm,Temperature
7248,expose,Temperature
7249,girl,Temperature
7250,act,Temperature
7251,park,Temperature
7252,na,Temperature
7253,discover,Temperature
7254,dont,Temperature
7255,turn,Temperature
7256,steam,Temperature
7257,green,Temperature
7258,sauna,Temperature
7259,forty,Temperature
7260,utter,Temperature
7261,blouse,Temperature
7262,go,Temperature
7263,bumper,Temperature
7264,get,Temperature
7265,cold,Temperature
7266,temperature,Temperature
7267,right,Temperature
7268,speed,Temperature
7269,cant,Temperature
7270,fish,Temperature
7271,sean,Temperature
7272,eat,Temperature
7273,waster,Temperature
7274,set,Temperature
7275,hot,Temperature
7276,know,Temperature
7277,time,Temperature
7278,lovin,Temperature
7279,paul,Temperature
7280,woman,Temperature
7281,bruk,Temperature
7282,shelter,Temperature
7283,wan,Temperature
7284,baby,Temperature
7285,million,Temperature
7286,gwaan,Temperature
7287,inna,Temperature
7288,oh,Temperature
7289,hear,Temperature
7290,long,Temperature
7291,wey,Temperature
7292,yam,Temperature
7293,weh,Temperature
7294,banana,Temperature
7295,mattress,Temperature
7296,storm,Temperature
7297,fat,Temperature
7298,jamaica,Temperature
7299,fred,Temperature
7300,hand,Temperature
7301,lord,Temperature
7302,haffi,Temperature
7303,lie,Temperature
7304,sey,Temperature
7305,gal,Temperature
7306,undercover,Temperature
7307,play,Temperature
7308,mom,Temperature
7309,stop,Temperature
7310,roll,Temperature
7311,grady,Temperature
7312,des,Temperature
7313,keep,Temperature
7314,way,Temperature
7315,dem,Temperature
7316,test,Temperature
7317,five,Temperature
7318,waan,Temperature
7319,naw,Temperature
7320,need,Temperature
7321,destress,Temperature
7322,bless,Temperature
7323,confess,Temperature
7324,mess,Irreplaceable
7325,everything,Irreplaceable
7326,im,Irreplaceable
7327,ahead,Irreplaceable
7328,put,Irreplaceable
7329,standing,Irreplaceable
7330,ya,Irreplaceable
7331,wont,Irreplaceable
7332,car,Irreplaceable
7333,talk,Irreplaceable
7334,youre,Irreplaceable
7335,think,Irreplaceable
7336,hurry,Irreplaceable
7337,left,Irreplaceable
7338,sleep,Irreplaceable
7339,ill,Irreplaceable
7340,yard,Irreplaceable
7341,buy,Irreplaceable
7342,cause,Irreplaceable
7343,yes,Irreplaceable
7344,must,Irreplaceable
7345,since,Irreplaceable
7346,closet,Irreplaceable
7347,see,Irreplaceable
7348,thing,Irreplaceable
7349,another,Irreplaceable
7350,cab,Irreplaceable
7351,man,Irreplaceable
7352,stuff,Irreplaceable
7353,mine,Irreplaceable
7354,finish,Irreplaceable
7355,shed,Irreplaceable
7356,like,Irreplaceable
7357,remove,Irreplaceable
7358,irreplaceable,Irreplaceable
7359,make,Irreplaceable
7360,fool,Irreplaceable
7361,find,Irreplaceable
7362,minute,Irreplaceable
7363,bout,Irreplaceable
7364,front,Irreplaceable
7365,touch,Irreplaceable
7366,nothing,Irreplaceable
7367,dont,Irreplaceable
7368,leave,Irreplaceable
7369,fine,Irreplaceable
7370,pack,Irreplaceable
7371,box,Irreplaceable
7372,go,Irreplaceable
7373,fact,Irreplaceable
7374,around,Irreplaceable
7375,get,Irreplaceable
7376,taxi,Irreplaceable
7377,wink,Irreplaceable
7378,know,Irreplaceable
7379,bet,Irreplaceable
7380,time,Irreplaceable
7381,replace,Irreplaceable
7382,bag,Irreplaceable
7383,tell,Irreplaceable
7384,untrue,Irreplaceable
7385,baby,Irreplaceable
7386,tear,Irreplaceable
7387,lay,Irreplaceable
7388,ever,Irreplaceable
7389,could,Irreplaceable
7390,shes,Irreplaceable
7391,chick,Irreplaceable
7392,walk,Irreplaceable
7393,thats,Irreplaceable
7394,never,Irreplaceable
7395,twist,Irreplaceable
7396,matter,Irreplaceable
7397,easy,Irreplaceable
7398,please,Irreplaceable
7399,call,Irreplaceable
7400,roll,Irreplaceable
7401,tomorrow,Irreplaceable
7402,keep,Irreplaceable
7403,truth,Irreplaceable
7404,tag,Irreplaceable
7405,stand,Irreplaceable
7406,drop,Irreplaceable
7407,oops,Irreplaceable
7408,bed,Irreplaceable
7409,key,Irreplaceable
7410,name,Irreplaceable
7411,home,Irreplaceable
7412,hell,Irreplaceable
7413,lose,Irreplaceable
7414,second,Irreplaceable
7415,let,Irreplaceable
7416,didnt,Irreplaceable
7417,distance,Umbrella
7418,im,Umbrella
7419,good,Umbrella
7420,well,Umbrella
7421,car,Umbrella
7422,together,Umbrella
7423,youre,Umbrella
7424,back,Umbrella
7425,sunshine,Umbrella
7426,ill,Umbrella
7427,love,Umbrella
7428,end,Umbrella
7429,precipitation,Umbrella
7430,cause,Umbrella
7431,still,Umbrella
7432,always,Umbrella
7433,three,Umbrella
7434,see,Umbrella
7435,thing,Umbrella
7436,star,Umbrella
7437,man,Umbrella
7438,say,Umbrella
7439,entity,Umbrella
7440,pour,Umbrella
7441,chip,Umbrella
7442,stick,Umbrella
7443,forever,Umbrella
7444,world,Umbrella
7445,hydroplane,Umbrella
7446,bad,Umbrella
7447,anticipation,Umbrella
7448,mend,Umbrella
7449,youll,Umbrella
7450,come,Umbrella
7451,girl,Umbrella
7452,stone,Umbrella
7453,na,Umbrella
7454,dont,Umbrella
7455,little,Umbrella
7456,g5s,Umbrella
7457,stack,Umbrella
7458,sun,Umbrella
7459,day,Umbrella
7460,action,Umbrella
7461,oath,Umbrella
7462,gon,Umbrella
7463,shin,Umbrella
7464,til,Umbrella
7465,go,Umbrella
7466,rainy,Umbrella
7467,magazine,Umbrella
7468,card,Umbrella
7469,ms,Umbrella
7470,cant,Umbrella
7471,dow,Umbrella
7472,know,Umbrella
7473,apart,Umbrella
7474,rihanna,Umbrella
7475,yeah,Umbrella
7476,alarm,Umbrella
7477,tell,Umbrella
7478,eh,Umbrella
7479,baby,Umbrella
7480,hard,Umbrella
7481,dark,Umbrella
7482,high,Umbrella
7483,ever,Umbrella
7484,umbrella,Umbrella
7485,ella,Umbrella
7486,ooh,Umbrella
7487,uh,Umbrella
7488,comin,Umbrella
7489,rain,Umbrella
7490,fancy,Umbrella
7491,deal,Umbrella
7492,thats,Umbrella
7493,friend,Umbrella
7494,arm,Umbrella
7495,ho,Umbrella
7496,okay,Umbrella
7497,rocafella,Umbrella
7498,hand,Umbrella
7499,shiny,Umbrella
7500,infinity,Umbrella
7501,never,Umbrella
7502,theres,Umbrella
7503,cloud,Umbrella
7504,share,Umbrella
7505,take,Umbrella
7506,fly,Umbrella
7507,jones,Umbrella
7508,run,Umbrella
7509,heart,Umbrella
7510,stand,Umbrella
7511,shine,Umbrella
7512,huh,Umbrella
7513,part,Umbrella
7514,need,Umbrella
7515,pouring,Umbrella
7516,maybe,Umbrella
7517,fame,Umbrella
7518,weather,Umbrella
7519,let,Umbrella
7520,low,Low
7521,sexy,Low
7522,crazy,Low
7523,next,Low
7524,im,Low
7525,zonin,Low
7526,glock,Low
7527,drinkin,Low
7528,full,Low
7529,big,Low
7530,baggy,Low
7531,rover,Low
7532,floor,Low
7533,bottle,Low
7534,maybachs,Low
7535,strap,Low
7536,think,Low
7537,show,Low
7538,pop,Low
7539,mama,Low
7540,sweat,Low
7541,back,Low
7542,ill,Low
7543,playin,Low
7544,vibe,Low
7545,love,Low
7546,dough,Low
7547,makin,Low
7548,control,Low
7549,give,Low
7550,dollar,Low
7551,spendin,Low
7552,three,Low
7553,clover,Low
7554,thing,Low
7555,see,Low
7556,grand,Low
7557,want,Low
7558,smack,Low
7559,bottom,Low
7560,hey,Low
7561,man,Low
7562,say,Low
7563,crack,Low
7564,hold,Low
7565,fold,Low
7566,lil,Low
7567,imma,Low
7568,like,Low
7569,make,Low
7570,come,Low
7571,minute,Low
7572,expose,Low
7573,x,Low
7574,bank,Low
7575,boot,Low
7576,girl,Low
7577,stone,Low
7578,toaster,Low
7579,shoulder,Low
7580,wouldnt,Low
7581,cola,Low
7582,lock,Low
7583,fur,Low
7584,gwap,Low
7585,stack,Low
7586,turn,Low
7587,wait,Low
7588,ta,Low
7589,grown,Low
7590,pornography,Low
7591,flexible,Low
7592,handle,Low
7593,cmon,Low
7594,rag,Low
7595,go,Low
7596,cake,Low
7597,get,Low
7598,prefer,Low
7599,dealin,Low
7600,work,Low
7601,leg,Low
7602,jean,Low
7603,clothes,Low
7604,know,Low
7605,shownin,Low
7606,hot,Low
7607,yeah,Low
7608,nothin,Low
7609,woman,Low
7610,tattoo,Low
7611,tell,Low
7612,whole,Low
7613,sexual,Low
7614,one,Low
7615,baby,Low
7616,mornin,Low
7617,million,Low
7618,rubber,Low
7619,problem,Low
7620,paper,Low
7621,steal,Low
7622,professional,Low
7623,club,Low
7624,thatll,Low
7625,oh,Low
7626,band,Low
7627,pole,Low
7628,night,Low
7629,henny,Low
7630,throw,Low
7631,aint,Low
7632,rain,Low
7633,rock,Low
7634,hit,Low
7635,couldnt,Low
7636,shawty,Low
7637,cash,Low
7638,thats,Low
7639,cadillacs,Low
7640,patrone,Low
7641,poster,Low
7642,lookin,Low
7643,never,Low
7644,bite,Low
7645,gal,Low
7646,moan,Low
7647,take,Low
7648,sorry,Low
7649,fly,Low
7650,stop,Low
7651,money,Low
7652,foamin,Low
7653,whoa,Low
7654,roll,Low
7655,ova,Low
7656,pant,Low
7657,ready,Low
7658,break,Low
7659,reeboks,Low
7660,apple,Low
7661,way,Low
7662,two,Low
7663,dem,Low
7664,drop,Low
7665,birthday,Low
7666,worth,Low
7667,close,Low
7668,home,Low
7669,rosay,Low
7670,snow,Low
7671,soldier,Low
7672,lucky,Low
7673,booty,Low
7674,around,Low
7675,let,Low
7676,piercing,Bleeding Love
7677,im,Bleeding Love
7678,crazy,Bleeding Love
7679,talk,Bleeding Love
7680,youre,Bleeding Love
7681,rush,Bleeding Love
7682,think,Bleeding Love
7683,vein,Bleeding Love
7684,ill,Bleeding Love
7685,love,Bleeding Love
7686,sound,Bleeding Love
7687,melt,Bleeding Love
7688,start,Bleeding Love
7689,everyone,Bleeding Love
7690,see,Bleeding Love
7691,care,Bleeding Love
7692,cripple,Bleeding Love
7693,say,Bleeding Love
7694,fall,Bleeding Love
7695,world,Bleeding Love
7696,closing,Bleeding Love
7697,happen,Bleeding Love
7698,something,Bleeding Love
7699,scar,Bleeding Love
7700,find,Bleeding Love
7701,come,Bleeding Love
7702,nothing,Bleeding Love
7703,believe,Bleeding Love
7704,dont,Bleeding Love
7705,drain,Bleeding Love
7706,twice,Bleeding Love
7707,open,Bleeding Love
7708,pain,Bleeding Love
7709,go,Bleeding Love
7710,wear,Bleeding Love
7711,face,Bleeding Love
7712,pass,Bleeding Love
7713,know,Bleeding Love
7714,time,Bleeding Love
7715,bleeding,Bleeding Love
7716,frozen,Bleeding Love
7717,doubt,Bleeding Love
7718,away,Bleeding Love
7719,hard,Bleeding Love
7720,try,Bleeding Love
7721,cut,Bleeding Love
7722,true,Bleeding Love
7723,everyones,Bleeding Love
7724,oh,Bleeding Love
7725,hear,Bleeding Love
7726,ear,Bleeding Love
7727,round,Bleeding Love
7728,vain,Bleeding Love
7729,goal,Bleeding Love
7730,pull,Bleeding Love
7731,enough,Bleeding Love
7732,fill,Bleeding Love
7733,first,Bleeding Love
7734,embrace,Bleeding Love
7735,yet,Bleeding Love
7736,ground,Bleeding Love
7737,great,Bleeding Love
7738,look,Bleeding Love
7739,keep,Bleeding Love
7740,truth,Bleeding Love
7741,heart,Bleeding Love
7742,loud,Bleeding Love
7743,loneliness,Bleeding Love
7744,bleed,Bleeding Love
7745,need,Bleeding Love
7746,maybe,Bleeding Love
7747,close,Bleeding Love
7748,around,Bleeding Love
7749,didnt,Bleeding Love
7750,yep,Boom Boom Pow
7751,im,Boom Boom Pow
7752,next,Boom Boom Pow
7753,put,Boom Boom Pow
7754,shitin,Boom Boom Pow
7755,well,Boom Boom Pow
7756,big,Boom Boom Pow
7757,3008,Boom Boom Pow
7758,ashit,Boom Boom Pow
7759,satellite,Boom Boom Pow
7760,level,Boom Boom Pow
7761,style,Boom Boom Pow
7762,spit,Boom Boom Pow
7763,cause,Boom Boom Pow
7764,2000,Boom Boom Pow
7765,yo,Boom Boom Pow
7766,bumpin,Boom Boom Pow
7767,boom,Boom Boom Pow
7768,faster,Boom Boom Pow
7769,visual,Boom Boom Pow
7770,inside,Boom Boom Pow
7771,ape,Boom Boom Pow
7772,late,Boom Boom Pow
7773,lowfi,Boom Boom Pow
7774,stick,Boom Boom Pow
7775,chickens,Boom Boom Pow
7776,like,Boom Boom Pow
7777,room,Boom Boom Pow
7778,beast,Boom Boom Pow
7779,808,Boom Boom Pow
7780,overload,Boom Boom Pow
7781,lady,Boom Boom Pow
7782,girl,Boom Boom Pow
7783,na,Boom Boom Pow
7784,turn,Boom Boom Pow
7785,ta,Boom Boom Pow
7786,yall,Boom Boom Pow
7787,rockin,Boom Boom Pow
7788,bounce,Boom Boom Pow
7789,spaceship,Boom Boom Pow
7790,place,Boom Boom Pow
7791,go,Boom Boom Pow
7792,harder,Boom Boom Pow
7793,get,Boom Boom Pow
7794,shit,Boom Boom Pow
7795,future,Boom Boom Pow
7796,town,Boom Boom Pow
7797,bang,Boom Boom Pow
7798,bit,Boom Boom Pow
7799,wan,Boom Boom Pow
7800,digital,Boom Boom Pow
7801,try,Boom Boom Pow
7802,stupid,Boom Boom Pow
7803,cybertron,Boom Boom Pow
7804,8,Boom Boom Pow
7805,uh,Boom Boom Pow
7806,william,Boom Boom Pow
7807,block,Boom Boom Pow
7808,hear,Boom Boom Pow
7809,rock,Boom Boom Pow
7810,hit,Boom Boom Pow
7811,longer,Boom Boom Pow
7812,pound,Boom Boom Pow
7813,bass,Boom Boom Pow
7814,text,Boom Boom Pow
7815,flow,Boom Boom Pow
7816,strong,Boom Boom Pow
7817,steppin,Boom Boom Pow
7818,hand,Boom Boom Pow
7819,leprechaun,Boom Boom Pow
7820,super,Boom Boom Pow
7821,copy,Boom Boom Pow
7822,flat,Boom Boom Pow
7823,pow,Boom Boom Pow
7824,swagger,Boom Boom Pow
7825,air,Boom Boom Pow
7826,roll,Boom Boom Pow
7827,jackin,Boom Boom Pow
7828,people,Boom Boom Pow
7829,beat,Boom Boom Pow
7830,supersonic,Boom Boom Pow
7831,radio,Boom Boom Pow
7832,drop,Boom Boom Pow
7833,hd,Boom Boom Pow
7834,zoom,Boom Boom Pow
7835,step,Boom Boom Pow
7836,let,Boom Boom Pow
7837,texas,Poker Face
7838,im,Poker Face
7839,wont,Poker Face
7840,fun,Poker Face
7841,youre,Poker Face
7842,show,Poker Face
7843,stay,Poker Face
7844,hook,Poker Face
7845,ill,Poker Face
7846,love,Poker Face
7847,cause,Poker Face
7848,stun,Poker Face
7849,start,Poker Face
7850,russian,Poker Face
7851,muh,Poker Face
7852,muffin,Poker Face
7853,nobody,Poker Face
7854,hold,Poker Face
7855,rough,Poker Face
7856,fold,Poker Face
7857,like,Poker Face
7858,marvelous,Poker Face
7859,glue,Poker Face
7860,bank,Poker Face
7861,intuition,Poker Face
7862,gunnin,Poker Face
7863,na,Poker Face
7864,little,Poker Face
7865,poker,Poker Face
7866,isnt,Poker Face
7867,without,Poker Face
7868,ive,Poker Face
7869,gon,Poker Face
7870,pair,Poker Face
7871,get,Poker Face
7872,card,Poker Face
7873,face,Poker Face
7874,cant,Poker Face
7875,hot,Poker Face
7876,bluffing,Poker Face
7877,tell,Poker Face
7878,wan,Poker Face
7879,one,Poker Face
7880,baby,Poker Face
7881,hard,Poker Face
7882,check,Poker Face
7883,oh,Poker Face
7884,shes,Poker Face
7885,roulette,Poker Face
7886,chick,Poker Face
7887,hit,Poker Face
7888,read,Poker Face
7889,thats,Poker Face
7890,pay,Poker Face
7891,gambling,Poker Face
7892,promise,Poker Face
7893,hand,Poker Face
7894,kiss,Poker Face
7895,hug,Poker Face
7896,lie,Poker Face
7897,raise,Poker Face
7898,p,Poker Face
7899,take,Poker Face
7900,ohoheohohoh,Poker Face
7901,play,Poker Face
7902,game,Poker Face
7903,roll,Poker Face
7904,spade,Poker Face
7905,heart,Poker Face
7906,gun,Poker Face
7907,casino,Poker Face
7908,em,Poker Face
7909,let,Poker Face
7910,everybody,Tik Tok
7911,im,Tik Tok
7912,pocket,Tik Tok
7913,put,Tik Tok
7914,clock,Tik Tok
7915,bottle,Tik Tok
7916,u,Tik Tok
7917,grab,Tik Tok
7918,talk,Tik Tok
7919,junk,Tik Tok
7920,wake,Tik Tok
7921,pop,Tik Tok
7922,back,Tik Tok
7923,rollin,Tik Tok
7924,sound,Tik Tok
7925,drunk,Tik Tok
7926,cause,Tik Tok
7927,curb,Tik Tok
7928,jack,Tik Tok
7929,start,Tik Tok
7930,see,Tik Tok
7931,sunlight,Tik Tok
7932,care,Tik Tok
7933,plenty,Tik Tok
7934,hey,Tik Tok
7935,smack,Tik Tok
7936,world,Tik Tok
7937,like,Tik Tok
7938,droptopping,Tik Tok
7939,make,Tik Tok
7940,come,Tik Tok
7941,tonight,Tik Tok
7942,girl,Tik Tok
7943,diddy,Tik Tok
7944,feeling,Tik Tok
7945,touch,Tik Tok
7946,build,Tik Tok
7947,crunk,Tik Tok
7948,na,Tik Tok
7949,dont,Tik Tok
7950,little,Tik Tok
7951,jagger,Tik Tok
7952,leave,Tik Tok
7953,pedicure,Tik Tok
7954,popo,Tik Tok
7955,till,Tik Tok
7956,gon,Tik Tok
7957,til,Tik Tok
7958,tipsy,Tik Tok
7959,go,Tik Tok
7960,unless,Tik Tok
7961,get,Tik Tok
7962,clothes,Tik Tok
7963,bit,Tik Tok
7964,police,Tik Tok
7965,yeah,Tik Tok
7966,glass,Tik Tok
7967,ima,Tik Tok
7968,blow,Tik Tok
7969,try,Tik Tok
7970,already,Tik Tok
7971,cd,Tik Tok
7972,night,Tik Tok
7973,hear,Tik Tok
7974,speaker,Tik Tok
7975,mick,Tik Tok
7976,aint,Tik Tok
7977,hit,Tik Tok
7978,pound,Tik Tok
7979,kick,Tik Tok
7980,walk,Tik Tok
7981,hand,Tik Tok
7982,party,Tik Tok
7983,boy,Tik Tok
7984,dj,Tik Tok
7985,shut,Tik Tok
7986,p,Tik Tok
7987,play,Tik Tok
7988,stop,Tik Tok
7989,dude,Tik Tok
7990,toe,Tik Tok
7991,fight,Tik Tok
7992,money,Tik Tok
7993,goin,Tik Tok
7994,look,Tik Tok
7995,morning,Tik Tok
7996,ticktock,Tik Tok
7997,break,Tik Tok
7998,heart,Tik Tok
7999,door,Tik Tok
8000,brush,Tik Tok
8001,favorite,Tik Tok
8002,line,Tik Tok
8003,city,Tik Tok
8004,phone,Tik Tok
8005,beer,Tik Tok
8006,teeth,Tik Tok
8007,em,Tik Tok
8008,swagger,Tik Tok
8009,let,Tik Tok
8010,lose,Need You Now
8011,im,Need You Now
8012,floor,Need You Now
8013,picture,Need You Now
8014,guess,Need You Now
8015,control,Need You Now
8016,drunk,Need You Now
8017,mind,Need You Now
8018,hurt,Need You Now
8019,another,Need You Now
8020,scatter,Need You Now
8021,say,Need You Now
8022,reach,Need You Now
8023,wish,Need You Now
8024,happen,Need You Now
8025,come,Need You Now
8026,alone,Need You Now
8027,nothing,Need You Now
8028,wouldnt,Need You Now
8029,dont,Need You Now
8030,little,Need You Now
8031,shot,Need You Now
8032,quarter,Need You Now
8033,without,Need You Now
8034,perfect,Need You Now
8035,cant,Need You Now
8036,know,Need You Now
8037,time,Need You Now
8038,one,Need You Now
8039,baby,Need You Now
8040,anymore,Need You Now
8041,ever,Need You Now
8042,oh,Need You Now
8043,ooh,Need You Now
8044,youd,Need You Now
8045,memory,Need You Now
8046,rather,Need You Now
8047,wonder,Need You Now
8048,sweeping,Need You Now
8049,stop,Need You Now
8050,call,Need You Now
8051,fight,Need You Now
8052,whoa,Need You Now
8053,look,Need You Now
8054,id,Need You Now
8055,way,Need You Now
8056,door,Need You Now
8057,cross,Need You Now
8058,need,Need You Now
8059,feel,Need You Now
8060,phone,Need You Now
8061,whiskey,Need You Now
8062,around,Need You Now
8063,burn,Rolling in the Deep
8064,im,Rolling in the Deep
8065,wont,Rolling in the Deep
8066,u,Rolling in the Deep
8067,beating,Rolling in the Deep
8068,fever,Rolling in the Deep
8069,youre,Rolling in the Deep
8070,story,Rolling in the Deep
8071,think,Rolling in the Deep
8072,back,Rolling in the Deep
8073,ill,Rolling in the Deep
8074,love,Rolling in the Deep
8075,deep,Rolling in the Deep
8076,head,Rolling in the Deep
8077,cause,Rolling in the Deep
8078,crystal,Rolling in the Deep
8079,inside,Rolling in the Deep
8080,see,Rolling in the Deep
8081,thing,Rolling in the Deep
8082,turned,Rolling in the Deep
8083,bare,Rolling in the Deep
8084,almost,Rolling in the Deep
8085,reach,Rolling in the Deep
8086,fall,Rolling in the Deep
8087,pitch,Rolling in the Deep
8088,mine,Rolling in the Deep
8089,wish,Rolling in the Deep
8090,meet,Rolling in the Deep
8091,make,Rolling in the Deep
8092,scar,Rolling in the Deep
8093,find,Rolling in the Deep
8094,feeling,Rolling in the Deep
8095,every,Rolling in the Deep
8096,na,Rolling in the Deep
8097,sure,Rolling in the Deep
8098,dont,Rolling in the Deep
8099,open,Rolling in the Deep
8100,finally,Rolling in the Deep
8101,leave,Rolling in the Deep
8102,couldve,Rolling in the Deep
8103,gon,Rolling in the Deep
8104,ive,Rolling in the Deep
8105,go,Rolling in the Deep
8106,depth,Rolling in the Deep
8107,kind,Rolling in the Deep
8108,cant,Rolling in the Deep
8109,sorrow,Rolling in the Deep
8110,ship,Rolling in the Deep
8111,tell,Rolling in the Deep
8112,help,Rolling in the Deep
8113,one,Rolling in the Deep
8114,baby,Rolling in the Deep
8115,dark,Rolling in the Deep
8116,breathless,Rolling in the Deep
8117,tear,Rolling in the Deep
8118,bringing,Rolling in the Deep
8119,lay,Rolling in the Deep
8120,gold,Rolling in the Deep
8121,despair,Rolling in the Deep
8122,could,Rolling in the Deep
8123,throw,Rolling in the Deep
8124,heard,Rolling in the Deep
8125,underestimate,Rolling in the Deep
8126,piece,Rolling in the Deep
8127,pay,Rolling in the Deep
8128,hand,Rolling in the Deep
8129,never,Rolling in the Deep
8130,sow,Rolling in the Deep
8131,soul,Rolling in the Deep
8132,share,Rolling in the Deep
8133,treasured,Rolling in the Deep
8134,play,Rolling in the Deep
8135,starting,Rolling in the Deep
8136,reap,Rolling in the Deep
8137,sell,Rolling in the Deep
8138,roll,Rolling in the Deep
8139,clear,Rolling in the Deep
8140,look,Rolling in the Deep
8141,keep,Rolling in the Deep
8142,heart,Rolling in the Deep
8143,beat,Rolling in the Deep
8144,remind,Rolling in the Deep
8145,door,Rolling in the Deep
8146,count,Rolling in the Deep
8147,blessing,Rolling in the Deep
8148,rolling,Rolling in the Deep
8149,home,Rolling in the Deep
8150,fire,Rolling in the Deep
8151,everybody,Party Rock Anthem
8152,mess,Party Rock Anthem
8153,weight,Party Rock Anthem
8154,im,Party Rock Anthem
8155,put,Party Rock Anthem
8156,good,Party Rock Anthem
8157,move,Party Rock Anthem
8158,u,Party Rock Anthem
8159,youre,Party Rock Anthem
8160,mad,Party Rock Anthem
8161,clap,Party Rock Anthem
8162,jock,Party Rock Anthem
8163,devilish,Party Rock Anthem
8164,sound,Party Rock Anthem
8165,dough,Party Rock Anthem
8166,cause,Party Rock Anthem
8167,hatin,Party Rock Anthem
8168,yo,Party Rock Anthem
8169,mind,Party Rock Anthem
8170,see,Party Rock Anthem
8171,rise,Party Rock Anthem
8172,another,Party Rock Anthem
8173,hey,Party Rock Anthem
8174,hoe,Party Rock Anthem
8175,drank,Party Rock Anthem
8176,bad,Party Rock Anthem
8177,like,Party Rock Anthem
8178,drano,Party Rock Anthem
8179,zeppelin,Party Rock Anthem
8180,make,Party Rock Anthem
8181,domino,Party Rock Anthem
8182,naked,Party Rock Anthem
8183,babe,Party Rock Anthem
8184,tonight,Party Rock Anthem
8185,girl,Party Rock Anthem
8186,na,Party Rock Anthem
8187,every,Party Rock Anthem
8188,top,Party Rock Anthem
8189,day,Party Rock Anthem
8190,woo,Party Rock Anthem
8191,shot,Party Rock Anthem
8192,gon,Party Rock Anthem
8193,go,Party Rock Anthem
8194,around,Party Rock Anthem
8195,halo,Party Rock Anthem
8196,shufflin,Party Rock Anthem
8197,get,Party Rock Anthem
8198,halfwhite,Party Rock Anthem
8199,jean,Party Rock Anthem
8200,know,Party Rock Anthem
8201,time,Party Rock Anthem
8202,spot,Party Rock Anthem
8203,yeah,Party Rock Anthem
8204,tattoo,Party Rock Anthem
8205,wan,Party Rock Anthem
8206,one,Party Rock Anthem
8207,baby,Party Rock Anthem
8208,club,Party Rock Anthem
8209,oh,Party Rock Anthem
8210,ooh,Party Rock Anthem
8211,’,Party Rock Anthem
8212,gainin,Party Rock Anthem
8213,gots,Party Rock Anthem
8214,block,Party Rock Anthem
8215,round,Party Rock Anthem
8216,throw,Party Rock Anthem
8217,rock,Party Rock Anthem
8218,fast,Party Rock Anthem
8219,flow,Party Rock Anthem
8220,fill,Party Rock Anthem
8221,cash,Party Rock Anthem
8222,first,Party Rock Anthem
8223,lead,Party Rock Anthem
8224,hand,Party Rock Anthem
8225,party,Party Rock Anthem
8226,non,Party Rock Anthem
8227,stop,Party Rock Anthem
8228,please,Party Rock Anthem
8229,wooo,Party Rock Anthem
8230,crew,Party Rock Anthem
8231,money,Party Rock Anthem
8232,cup,Party Rock Anthem
8233,roll,Party Rock Anthem
8234,look,Party Rock Anthem
8235,run,Party Rock Anthem
8236,halfblack,Party Rock Anthem
8237,repping,Party Rock Anthem
8238,shake,Party Rock Anthem
8239,feel,Party Rock Anthem
8240,house,Party Rock Anthem
8241,tight,Party Rock Anthem
8242,oprah,Party Rock Anthem
8243,booty,Party Rock Anthem
8244,lose,Party Rock Anthem
8245,step,Party Rock Anthem
8246,let,Party Rock Anthem
8247,low,Somebody That I Used to Know
8248,well,Somebody That I Used to Know
8249,somebody,Somebody That I Used to Know
8250,die,Somebody That I Used to Know
8251,together,Somebody That I Used to Know
8252,youre,Somebody That I Used to Know
8253,stranger,Somebody That I Used to Know
8254,think,Somebody That I Used to Know
8255,guess,Somebody That I Used to Know
8256,ill,Somebody That I Used to Know
8257,remember,Somebody That I Used to Know
8258,love,Somebody That I Used to Know
8259,end,Somebody That I Used to Know
8260,still,Somebody That I Used to Know
8261,company,Somebody That I Used to Know
8262,always,Somebody That I Used to Know
8263,would,Somebody That I Used to Know
8264,say,Somebody That I Used to Know
8265,ache,Somebody That I Used to Know
8266,sadness,Somebody That I Used to Know
8267,rough,Somebody That I Used to Know
8268,admit,Somebody That I Used to Know
8269,happen,Somebody That I Used to Know
8270,like,Somebody That I Used to Know
